날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2001.11.3,112,11,7.6,16.6
2001.11.4,112,9.9,3.7,15.6
2001.11.5,112,9.7,6.6,12.1
2001.11.6,112,5.3,2.1,9.6
2001.11.7,112,7.1,1.9,12.7
2001.11.8,112,10.8,5.7,15.8
2001.11.9,112,11.4,8.3,16.4
2001.11.10,112,10.5,6.3,16
2001.11.11,112,11,8.1,16.2
2001.11.12,112,8.4,4.2,12.2
2001.11.13,112,5.3,2.2,9.8
2001.11.14,112,4.8,0,11.2
2001.11.15,112,7.1,3,12.7
2001.11.16,112,8.4,4.7,11.1
2001.11.17,112,8.2,5.3,13.4
2001.11.18,112,7.5,2.7,13.1
2001.11.19,112,9.2,4.6,14.9
2001.11.20,112,9.8,5.6,15
2001.11.21,112,9.4,6.8,14.4
2001.11.22,112,8.9,6,14.2
2001.11.23,112,10.8,7.7,14.9
2001.11.24,112,10.3,7.6,14.3
2001.11.25,112,4.1,0.9,9
2001.11.26,112,1.2,-1.7,5.1
2001.11.27,112,2.2,-2.5,6.4
2001.11.28,112,8.7,4.6,11.4
2001.11.29,112,7.3,5,9.5
2001.11.30,112,2.5,-0.7,6.3
2001.12.1,112,3.4,-1.2,9.3
2001.12.2,112,0.9,-3.2,5.1
2001.12.3,112,2.6,1.1,4.9
2001.12.4,112,2.8,-0.7,8.5
2001.12.5,112,2.4,0.9,6.1
2001.12.6,112,0.9,-2.3,5
2001.12.7,112,0.2,-3.5,3.9
2001.12.8,112,2.4,-1.7,7.1
2001.12.9,112,2.2,-0.3,6.9
2001.12.10,112,2.7,-1.6,8.4
2001.12.11,112,6.6,1.1,12.5
2001.12.12,112,5.9,3.7,9.9
2001.12.13,112,-1.6,-4.5,4.1
2001.12.14,112,-4,-5.8,-1.1
2001.12.15,112,-4.5,-7.3,-1.9
2001.12.16,112,-2.7,-7.2,2.3
2001.12.17,112,-2.1,-6,1.4
2001.12.18,112,-4.2,-7.7,0
2001.12.19,112,-3,-6.9,1.6
2001.12.20,112,-1.2,-4.7,3
2001.12.21,112,-0.7,-2.7,1.3
2001.12.22,112,-1.8,-5.2,2.2
2001.12.23,112,-0.7,-4.9,3.7
2001.12.24,112,0.9,-1.6,4.8
2001.12.25,112,0.8,-3.5,6.5
2001.12.26,112,0.1,-2.2,3
2001.12.27,112,-0.6,-3.8,3.6
2001.12.28,112,-0.1,-3,4.6
2001.12.29,112,0.7,-2,5
2001.12.30,112,-3.2,-5.7,-1.1
2001.12.31,112,-0.1,-4,4.9
2002.1.1,112,-3.8,-5.5,0
2002.1.2,112,-8.3,-10.3,-5.4
2002.1.3,112,-4.8,-10.6,-0.5
2002.1.4,112,2.9,-1.7,7.3
2002.1.5,112,-0.2,-2.9,3
2002.1.6,112,1.2,-4.8,7.3
2002.1.7,112,-1.8,-5.7,4.8
2002.1.8,112,-5.4,-6.6,-3.1
2002.1.9,112,-2.4,-7.2,2.1
2002.1.10,112,4.3,0.3,7.7
2002.1.11,112,3.4,0.2,8.1
2002.1.12,112,5.4,1.5,10.9
2002.1.13,112,7.8,2.7,11.8
2002.1.14,112,11.8,7.5,15.8
2002.1.15,112,11.4,9.1,14.1
2002.1.16,112,6.3,3.7,10
2002.1.17,112,2.9,1.4,6.5
2002.1.18,112,2.8,-0.6,7.6
2002.1.19,112,4,1.5,10
2002.1.20,112,2.1,0.5,4.3
2002.1.21,112,0.5,-1.5,3.1
2002.1.22,112,-3.6,-4.6,-1.5
2002.1.23,112,-3.1,-5.1,-0.2
2002.1.24,112,-2.1,-4.5,1.2
2002.1.25,112,-2,-6.3,2.3
2002.1.26,112,0.6,-2.9,3.8
2002.1.27,112,-0.1,-2.8,2
2002.1.28,112,-2.2,-3.7,0.8
2002.1.29,112,-0.6,-4.8,4.5
2002.1.30,112,0.1,-2.4,2.8
2002.1.31,112,-0.9,-3.8,2.7
2002.2.1,112,2.1,-2.6,7.2
2002.2.2,112,3.5,0.3,8.4
2002.2.3,112,2.9,-1.4,9.1
2002.2.4,112,3.1,-0.1,8.1
2002.2.5,112,4.1,0,9.5
2002.2.6,112,5.3,2.6,8.9
2002.2.7,112,4.1,1.3,9.3
2002.2.8,112,1.8,-2.9,5.9
2002.2.9,112,-1.4,-4.3,1.9
2002.2.10,112,-0.2,-3,2.9
2002.2.11,112,-0.7,-3.7,4.2
2002.2.12,112,-0.3,-4.2,3.7
2002.2.13,112,0.4,-3.7,5.2
2002.2.14,112,1.1,-3,6.3
2002.2.15,112,2.4,-2,7.6
2002.2.16,112,3.5,0,8.1
2002.2.17,112,2.8,-1.1,6.3
2002.2.18,112,-1.2,-3.6,2.7
2002.2.19,112,-0.3,-3.9,4.8
2002.2.20,112,3.1,-1.7,9.3
2002.2.21,112,3.6,1.7,6.1
2002.2.22,112,4.9,2.4,9.2
2002.2.23,112,4.6,1.4,9.5
2002.2.24,112,5.3,0.3,11.6
2002.2.25,112,4.8,1.8,8.5
2002.2.26,112,5.8,3,11
2002.2.27,112,5.5,3.2,9.5
2002.2.28,112,4.2,2.1,8.5
2002.3.1,112,5.2,1.4,12.7
2002.3.2,112,6.1,2.1,11.7
2002.3.3,112,4.1,0.7,9.6
2002.3.4,112,4.2,-0.4,8.7
2002.3.5,112,3.7,2.1,5.9
2002.3.6,112,2.6,0,5.6
2002.3.7,112,2,-1.6,6.1
2002.3.8,112,4.8,0.4,10
2002.3.9,112,9.3,3.6,14.9
2002.3.10,112,8.5,5.1,13.8
2002.3.11,112,7,3.5,11.4
2002.3.12,112,8.1,4.5,14
2002.3.13,112,10.4,5.9,17.1
2002.3.14,112,11.6,8.4,17.2
2002.3.15,112,8.4,6.5,12
2002.3.16,112,8.6,3.6,14.6
2002.3.17,112,8.9,6,14.8
2002.3.18,112,7.6,4.9,12.5
2002.3.19,112,8.5,4.9,15
2002.3.20,112,11.3,4.9,17.9
2002.3.21,112,7.6,6.1,10
2002.3.22,112,7.5,5.4,9.7
2002.3.23,112,6.2,4.2,10.9
2002.3.24,112,6.5,3.1,10
2002.3.25,112,8.1,4.2,13.6
2002.3.26,112,9.2,6.1,13.7
2002.3.27,112,10.9,6.6,16.4
2002.3.28,112,11.2,6.1,17
2002.3.29,112,11.6,6.8,18.2
2002.3.30,112,7.6,5.1,11
2002.3.31,112,9.2,7.3,14.1
2002.4.1,112,12.1,6.4,19.3
2002.4.2,112,14.8,8.6,23.1
2002.4.3,112,16.1,8.8,23
2002.4.4,112,15.1,10.4,20.8
2002.4.5,112,17.6,10.2,26
2002.4.6,112,11.2,8.3,14.5
2002.4.7,112,9.2,7.7,11.7
2002.4.8,112,9,6.9,12.7
2002.4.9,112,8.2,6,12.2
2002.4.10,112,9.2,6.4,12.8
2002.4.11,112,10.1,6.7,14.4
2002.4.12,112,10.3,8.3,16.3
2002.4.13,112,12.2,7.2,16.7
2002.4.14,112,18.4,14.2,22.5
2002.4.15,112,19.6,17,24.5
2002.4.16,112,14.2,10.3,19.3
2002.4.17,112,10.9,8.9,13.3
2002.4.18,112,11.7,8.3,17.3
2002.4.19,112,12.7,7.7,18.9
2002.4.20,112,14.5,7.5,21.6
2002.4.21,112,16.3,10.2,23.2
2002.4.22,112,19.9,12.8,27.4
2002.4.23,112,15.7,12.4,22.3
2002.4.24,112,11.4,7.8,14.4
2002.4.25,112,11.5,5.7,16.7
2002.4.26,112,14.1,7.4,20.1
2002.4.27,112,16.4,13.1,22.3
2002.4.28,112,18.4,11.5,25.8
2002.4.29,112,15.4,13.4,18.2
2002.4.30,112,14.5,12.8,16.3
2002.5.1,112,20.3,12.5,28.4
2002.5.2,112,19,13.8,27.7
2002.5.3,112,15.8,13.5,19.6
2002.5.4,112,18.2,13.7,25.9
2002.5.5,112,19.8,13.9,25.4
2002.5.6,112,16.4,11.5,20.4
2002.5.7,112,12.5,11.8,13.2
2002.5.8,112,16.1,9.7,22.2
2002.5.9,112,16.7,13.1,22.1
2002.5.10,112,16.1,12.2,22.4
2002.5.11,112,14.2,11.8,20.4
2002.5.12,112,13.9,11,20.1
2002.5.13,112,16.2,12,23.3
2002.5.14,112,20.5,14.2,26.3
2002.5.15,112,17.8,14.9,22.9
2002.5.16,112,15.7,13.5,18.3
2002.5.17,112,14.4,11.8,17.7
2002.5.18,112,16.7,12.5,22.8
2002.5.19,112,16.2,12.7,23.3
2002.5.20,112,17.6,13.1,24.1
2002.5.21,112,18.5,14.1,24
2002.5.22,112,18.3,15.5,23.4
2002.5.23,112,21.4,15.7,27.7
2002.5.24,112,18.7,15.6,22.9
2002.5.25,112,18.7,14,25.2
2002.5.26,112,19,14.1,25.6
2002.5.27,112,18.9,13.2,26.3
2002.5.28,112,19.2,14.7,24.9
2002.5.29,112,19.7,14.6,27.4
2002.5.30,112,18,15.3,23.3
2002.5.31,112,18.8,16.7,24.8
2002.6.1,112,18.8,16.6,24.6
2002.6.2,112,22.3,15.8,30.2
2002.6.3,112,21.6,16.4,28.2
2002.6.4,112,21.7,18.3,27.5
2002.6.5,112,24,18.3,30.5
2002.6.6,112,24.7,19.1,30.8
2002.6.7,112,23.7,18.8,29.8
2002.6.8,112,20.8,18.7,26.7
2002.6.9,112,21.9,17.9,26.8
2002.6.10,112,22,19.4,26.9
2002.6.11,112,20.8,17.9,26.2
2002.6.12,112,19.6,18.1,26
2002.6.13,112,19.3,16.1,24.3
2002.6.14,112,20.1,16.5,24.6
2002.6.15,112,20.3,16.8,25.4
2002.6.16,112,21.9,17.4,27.6
2002.6.17,112,22.6,18.4,27.5
2002.6.18,112,22.3,18,27.2
2002.6.19,112,22.4,19.9,26.9
2002.6.20,112,21.4,19,26
2002.6.21,112,23.1,17.9,28.7
2002.6.22,112,24.4,19.8,30.2
2002.6.23,112,19.4,17.9,22
2002.6.24,112,17.2,16.2,19
2002.6.25,112,20.7,15.1,27.1
2002.6.26,112,21.1,14.9,26.3
2002.6.27,112,21,17.3,25.7
2002.6.28,112,22.8,17.3,30.1
2002.6.29,112,24.5,18.8,30.5
2002.6.30,112,25.7,21.4,32.3
2002.7.1,112,25,22.7,29.2
2002.7.2,112,24,20.7,29.9
2002.7.3,112,24.7,20.3,30.6
2002.7.4,112,27.1,21.6,32.5
2002.7.5,112,24,21.8,27.1
2002.7.6,112,22.3,21,24.9
2002.7.7,112,22.4,19.8,25.6
2002.7.8,112,24.2,20.9,29.5
2002.7.9,112,25.2,20.8,30.2
2002.7.10,112,25.7,20.9,31.6
2002.7.11,112,24.6,20.8,29
2002.7.12,112,24.7,21.9,29.1
2002.7.13,112,24.5,22.5,29.3
2002.7.14,112,23.5,22.2,24.8
2002.7.15,112,24.4,23.2,29
2002.7.16,112,23.9,21.3,27.6
2002.7.17,112,23.8,21.2,27.6
2002.7.18,112,25.3,21.5,29.4
2002.7.19,112,22,20,25.6
2002.7.20,112,24.3,20.6,28.3
2002.7.21,112,26,23.2,30.2
2002.7.22,112,25.1,22.6,28.7
2002.7.23,112,23.5,22.5,24.5
2002.7.24,112,25.1,23.5,28.8
2002.7.25,112,27.7,23.8,32.7
2002.7.26,112,29.2,23.4,35
2002.7.27,112,30.8,26.8,36.2
2002.7.28,112,31,26.3,37
2002.7.29,112,26.4,24.4,29.7
2002.7.30,112,26,24.2,30.5
2002.7.31,112,25.9,24.2,29.7
2002.8.1,112,25.4,24.2,28.3
2002.8.2,112,25.7,24.2,30.3
2002.8.3,112,26.1,21.9,30.7
2002.8.4,112,26.1,24,28.4
2002.8.5,112,26.5,25.6,28.2
2002.8.6,112,23,20.8,26
2002.8.7,112,22.7,21.2,23.8
2002.8.8,112,25.1,21.1,30.9
2002.8.9,112,26,23,31.2
2002.8.10,112,21.9,20.3,24.4
2002.8.11,112,21.8,19.2,25.1
2002.8.12,112,22.3,19.5,27.4
2002.8.13,112,23.5,20.5,27.8
2002.8.14,112,22.8,21.1,27.5
2002.8.15,112,24.3,19.7,30
2002.8.16,112,25.4,22.8,29.7
2002.8.17,112,23.7,22.5,26.7
2002.8.18,112,24.8,22.8,29.1
2002.8.19,112,23.2,20.1,27.9
2002.8.20,112,24.5,19.9,29.7
2002.8.21,112,24.4,22.2,28.6
2002.8.22,112,23.2,22.2,23.9
2002.8.23,112,25,23.2,28.2
2002.8.24,112,24.8,21.3,30.4
2002.8.25,112,25,20.2,30.1
2002.8.26,112,26.4,22.2,30.9
2002.8.27,112,24.8,23.1,28.3
2002.8.28,112,25.6,22.2,30.7
2002.8.29,112,28.6,24.2,33.7
2002.8.30,112,25.9,24,28.8
2002.8.31,112,22.4,19.6,24.9
2002.9.1,112,24,19.5,29.8
2002.9.2,112,25.4,22.9,29.8
2002.9.3,112,26.9,24.4,31.6
2002.9.4,112,25.6,22,31.8
2002.9.5,112,23.3,19.8,26.7
2002.9.6,112,22.2,18.5,28
2002.9.7,112,23.9,15.9,31
2002.9.8,112,24,19.6,29
2002.9.9,112,24.3,21.5,29
2002.9.10,112,24.7,21.2,29.2
2002.9.11,112,24.4,21.4,29
2002.9.12,112,20.2,15.4,24
2002.9.13,112,19.7,15.4,25.7
2002.9.14,112,21.7,19.2,27.6
2002.9.15,112,19.4,17.8,20.7
2002.9.16,112,19.7,16.3,23.9
2002.9.17,112,21.2,14.9,28
2002.9.18,112,21.6,16.7,27.1
2002.9.19,112,22.1,18.3,28.1
2002.9.20,112,21.3,18,26.1
2002.9.21,112,20.4,17.1,25.6
2002.9.22,112,20.4,15.4,27.1
2002.9.23,112,21,16.4,26.6
2002.9.24,112,21.2,16.1,27.3
2002.9.25,112,22,16.7,28.3
2002.9.26,112,22,18.9,27.4
2002.9.27,112,21.5,18.1,27.9
2002.9.28,112,21.1,17.7,28
2002.9.29,112,20,15.4,25.1
2002.9.30,112,19.8,16,24.6
2002.10.1,112,20.6,17,24.9
2002.10.2,112,17.6,15.4,21.4
2002.10.3,112,16.7,11.1,23.5
2002.10.4,112,16.2,10,22.7
2002.10.5,112,17.7,12.8,23.7
2002.10.6,112,17.5,15.5,22.2
2002.10.7,112,15.7,12.3,20.2
2002.10.8,112,14.1,10.6,19.2
2002.10.9,112,15.1,9.2,21.2
2002.10.10,112,16.3,11.4,22.5
2002.10.11,112,18,13,23.3
2002.10.12,112,18.9,14.2,23.9
2002.10.13,112,18.8,14.4,25
2002.10.14,112,16.4,11.5,22.2
2002.10.15,112,15.2,12.2,19.4
2002.10.16,112,16.2,11.4,21.3
2002.10.17,112,18.1,13.4,23.9
2002.10.18,112,18.3,15.5,22.6
2002.10.19,112,17,13.7,22.5
2002.10.20,112,14.2,11.6,17.6
2002.10.21,112,11.4,5.7,16
2002.10.22,112,6.1,3.4,10.6
2002.10.23,112,8.4,3.8,14
2002.10.24,112,11.3,6.7,18.2
2002.10.25,112,9,6.7,13.7
2002.10.26,112,7.7,4.5,12.4
2002.10.27,112,5,3,8.3
2002.10.28,112,4.3,0,9.3
2002.10.29,112,6.1,1.4,12
2002.10.30,112,7.9,2.7,13.3
2002.10.31,112,11.4,6.3,18.3
2002.11.1,112,5.5,2.5,10.1
2002.11.2,112,5.9,1.5,9.2
2002.11.3,112,4.5,2,9.4
2002.11.4,112,2.1,0,5.9
2002.11.5,112,4.8,-0.7,10.2
2002.11.6,112,12.2,5.7,19.4
2002.11.7,112,12.2,6.9,17
2002.11.8,112,3.4,0.6,6.9
2002.11.9,112,3.9,-1.1,8.5
2002.11.10,112,10.2,4.8,15
2002.11.11,112,12.9,7.6,16.6
2002.11.12,112,6,3.8,9.3
2002.11.13,112,2.6,0.1,7.1
2002.11.14,112,4.1,0,10.3
2002.11.15,112,1.2,-2,5.4
2002.11.16,112,3.1,-1.9,8
2002.11.17,112,3.8,0.6,6.5
2002.11.18,112,-0.3,-2.3,2.6
2002.11.19,112,2.6,-3.3,6.6
2002.11.20,112,4.7,2.8,6.4
2002.11.21,112,1.9,-0.2,5.5
2002.11.22,112,3.7,-1.8,9.8
2002.11.23,112,6.6,0.8,14.4
2002.11.24,112,6,2.3,9.6
2002.11.25,112,3.3,-0.7,8
2002.11.26,112,1.5,-1.8,5.4
2002.11.27,112,0.8,-3.1,4.9
2002.11.28,112,4.7,-0.4,8.3
2002.11.29,112,7.5,4.2,10.2
2002.11.30,112,3.7,-0.1,9.8
2002.12.1,112,5.7,1,10.3
2002.12.2,112,8.3,4.4,14.2
2002.12.3,112,8.9,4.9,13.5
2002.12.4,112,10.8,7.1,15.7
2002.12.5,112,6.4,2.4,10.1
2002.12.6,112,5.4,2.4,10.2
2002.12.7,112,4.4,2.6,7.6
2002.12.8,112,1.4,-2.9,5.3
2002.12.9,112,-4.3,-6.8,-1
2002.12.10,112,-5.1,-8.2,-2.6
2002.12.11,112,-4.4,-8,-0.8
2002.12.12,112,-3.3,-5.9,0
2002.12.13,112,-2.7,-7.2,1.9
2002.12.14,112,1.8,-3.8,6.9
2002.12.15,112,6.8,3.3,11.8
2002.12.16,112,5.7,1.6,9.2
2002.12.17,112,2.1,0.3,5.8
2002.12.18,112,4.3,0.8,8.6
2002.12.19,112,2.3,-0.9,7.6
2002.12.20,112,4.3,-1.9,12.3
2002.12.21,112,5.5,1.9,11.8
2002.12.22,112,6.4,1.8,11.8
2002.12.23,112,6.1,3.2,9.9
2002.12.24,112,2.6,1.2,5.2
2002.12.25,112,-2.1,-6,1.4
2002.12.26,112,-4.8,-7.4,-1.1
2002.12.27,112,-3.1,-7.2,0.7
2002.12.28,112,0.2,-3,5.4
2002.12.29,112,-2.2,-5.7,2.3
2002.12.30,112,-1.1,-6.1,3.9
2002.12.31,112,-1.3,-4.4,3
2003.1.1,112,-4.1,-7.1,-0.1
2003.1.2,112,-4.2,-9.4,0
2003.1.3,112,-3,-6.1,2.4
2003.1.4,112,-9,-12.4,-6.1
2003.1.5,112,-11.5,-14.1,-8
2003.1.6,112,-8.2,-12.6,-3.3
2003.1.7,112,-4.4,-8.1,0
2003.1.8,112,-2.4,-7.1,2.3
2003.1.9,112,1.2,-1.5,6.2
2003.1.10,112,0.8,-1.3,5.4
2003.1.11,112,1.4,-2.4,6.1
2003.1.12,112,4.5,0.8,9.5
2003.1.13,112,4.9,1.5,9
2003.1.14,112,-2.2,-5.8,1.8
2003.1.15,112,-4.3,-8.6,1
2003.1.16,112,0.3,-4.1,4.7
2003.1.17,112,3.7,1.5,6.2
2003.1.18,112,1.7,0,5.1
2003.1.19,112,0.9,-1.5,4.9
2003.1.20,112,-0.2,-2.6,3.7
2003.1.21,112,-1.5,-4.6,2.6
2003.1.22,112,-0.9,-3.3,1.2
2003.1.23,112,-1.1,-3.9,3
2003.1.24,112,-1.2,-4,3
2003.1.25,112,0.7,-5.2,5.4
2003.1.26,112,2.1,1.3,3.7
2003.1.27,112,-1.5,-5.4,1.9
2003.1.28,112,-7.1,-10.8,-3.3
2003.1.29,112,-10.6,-12.5,-7.5
2003.1.30,112,-6.3,-12.2,-0.2
2003.1.31,112,-2.2,-4.2,1.5
2003.2.1,112,-2.2,-6.7,3.7
2003.2.2,112,-0.6,-4.6,5.1
2003.2.3,112,-0.3,-3.7,4.9
2003.2.4,112,0.6,-1.5,5.4
2003.2.5,112,0,-2.8,4.4
2003.2.6,112,1,-3.5,6.5
2003.2.7,112,5.1,1.5,8.1
2003.2.8,112,5.6,2.9,8.2
2003.2.9,112,2.7,0.6,6
2003.2.10,112,4.3,1,9.8
2003.2.11,112,-0.9,-5.6,2.7
2003.2.12,112,-3.4,-7.5,0.6
2003.2.13,112,2.7,-0.7,7.1
2003.2.14,112,2.6,-0.6,8.5
2003.2.15,112,3.2,-0.8,9.4
2003.2.16,112,4,0.2,10.2
2003.2.17,112,3.5,-0.1,10.2
2003.2.18,112,4,1.2,7.6
2003.2.19,112,2.2,0.5,4.9
2003.2.20,112,2.8,-0.9,8.7
2003.2.21,112,4.7,1.7,8.4
2003.2.22,112,4.5,3.1,5.7
2003.2.23,112,3.7,2.4,4.9
2003.2.24,112,3.8,1.2,8.8
2003.2.25,112,4.2,1.5,9
2003.2.26,112,4.8,2.5,10.1
2003.2.27,112,5.5,0.3,11.5
2003.2.28,112,6.6,3.1,12.4
2003.3.1,112,5.9,2.3,9.8
2003.3.2,112,4.1,1.8,7.8
2003.3.3,112,0.5,-2.6,4.7
2003.3.4,112,-0.7,-4.8,4
2003.3.5,112,2.6,-1.7,8.1
2003.3.6,112,3.5,2.5,4.7
2003.3.7,112,2.7,1.7,4.5
2003.3.8,112,2.3,1.2,6.1
2003.3.9,112,4,-0.2,10
2003.3.10,112,4.7,0.5,11.2
2003.3.11,112,5.9,0.9,11.4
2003.3.12,112,6.5,2.7,12.3
2003.3.13,112,5.5,1.8,10.8
2003.3.14,112,5.1,1.9,9.1
2003.3.15,112,7,3.1,13.1
2003.3.16,112,7.1,4.1,9.3
2003.3.17,112,6.2,2.3,11.4
2003.3.18,112,6.8,2.3,12.8
2003.3.19,112,6.4,1.9,12.9
2003.3.20,112,7.4,1.9,14
2003.3.21,112,9.7,4.2,14.5
2003.3.22,112,9.1,5.6,15.8
2003.3.23,112,7.8,4.5,13.4
2003.3.24,112,8.6,4.8,13.5
2003.3.25,112,5.9,4.4,7.6
2003.3.26,112,9.4,5,15.8
2003.3.27,112,8,5.5,11.6
2003.3.28,112,6.5,3.3,11.4
2003.3.29,112,7.2,2.6,12.7
2003.3.30,112,12.4,6.2,17.8
2003.3.31,112,15.7,12,20.9
2003.4.1,112,17.5,11.4,24.3
2003.4.2,112,14.8,8,21.7
2003.4.3,112,12.9,8.9,19.1
2003.4.4,112,11.6,7.3,15.6
2003.4.5,112,10.4,6.3,17.1
2003.4.6,112,9.9,6.4,15
2003.4.7,112,10.6,7.3,17.3
2003.4.8,112,9,6.8,14.7
2003.4.9,112,7.4,5.3,11.4
2003.4.10,112,11,5.8,16.3
2003.4.11,112,9.5,8,11.2
2003.4.12,112,8.6,6.2,10.3
2003.4.13,112,10.1,6.2,15.8
2003.4.14,112,12.7,8.1,19.1
2003.4.15,112,13.8,9.3,20.2
2003.4.16,112,15.9,10.9,22.8
2003.4.17,112,19.2,14,24.8
2003.4.18,112,15.4,7.6,21.3
2003.4.19,112,9.9,7.4,11.6
2003.4.20,112,9.1,8.1,11
2003.4.21,112,12.3,7,18.8
2003.4.22,112,11.3,9.9,14.9
2003.4.23,112,11,8.6,14.9
2003.4.24,112,12.3,8.1,16.7
2003.4.25,112,11.9,10,14.8
2003.4.26,112,12.8,8.7,17.9
2003.4.27,112,13.5,10,20
2003.4.28,112,17,12.4,24
2003.4.29,112,12.7,11.3,15.2
2003.4.30,112,13.3,10.4,18
2003.5.1,112,13.9,8.3,20.2
2003.5.2,112,16,11.1,22.3
2003.5.3,112,17.3,11.6,24.4
2003.5.4,112,19.2,13.4,27.7
2003.5.5,112,20.5,13.6,28.2
2003.5.6,112,18.1,16.7,23.3
2003.5.7,112,15.4,10.1,19.7
2003.5.8,112,13.8,9.3,19.6
2003.5.9,112,14.4,10.6,20
2003.5.10,112,14.4,10.4,20.2
2003.5.11,112,15.3,10.5,22.4
2003.5.12,112,16.7,11.2,23.3
2003.5.13,112,19.4,12.7,26.4
2003.5.14,112,21.6,14.6,30
2003.5.15,112,20.6,14.9,27.7
2003.5.16,112,18.9,14.3,25.9
2003.5.17,112,17.2,13,23.9
2003.5.18,112,14.4,11.4,20.7
2003.5.19,112,16.1,11.4,21.6
2003.5.20,112,16.1,13.4,21.3
2003.5.21,112,16.9,12.2,22.4
2003.5.22,112,17.8,13.7,24.7
2003.5.23,112,19.4,13.4,23.9
2003.5.24,112,18.9,15.1,24.4
2003.5.25,112,17.4,15.4,20.2
2003.5.26,112,21,15.7,27
2003.5.27,112,22.4,17.4,27.6
2003.5.28,112,23.9,19.5,31
2003.5.29,112,21.4,17.9,24
2003.5.30,112,21.1,19.2,24.8
2003.5.31,112,22.4,17.9,29.8
2003.6.1,112,20.7,16.5,28.1
2003.6.2,112,20.4,15.6,26.9
2003.6.3,112,20.3,16.4,25.7
2003.6.4,112,19.5,14.8,25.4
2003.6.5,112,19.5,15.9,25.5
2003.6.6,112,17.7,16.1,20
2003.6.7,112,19.8,15.4,24.8
2003.6.8,112,22.3,17.6,28.2
2003.6.9,112,25.3,20.8,30.4
2003.6.10,112,21.8,20.1,23.5
2003.6.11,112,20.1,18.9,23.1
2003.6.12,112,19.1,17.9,22.3
2003.6.13,112,18.6,15.6,21.7
2003.6.14,112,19.4,17.3,23.1
2003.6.15,112,18.2,17.2,20.1
2003.6.16,112,20.7,16.8,26
2003.6.17,112,20.6,16.9,25.7
2003.6.18,112,20.8,16.7,25.3
2003.6.19,112,21.8,18.6,25.4
2003.6.20,112,20,17.1,24.5
2003.6.21,112,21.7,18.5,25.4
2003.6.22,112,22.6,18.9,27.2
2003.6.23,112,20.6,17.1,23.7
2003.6.24,112,16.8,16,17.5
2003.6.25,112,19.2,16.2,24.6
2003.6.26,112,21.6,17.5,27.2
2003.6.27,112,20,18.4,22.9
2003.6.28,112,21.7,18.2,26.9
2003.6.29,112,19.2,18,20.5
2003.6.30,112,21.3,18.5,27.2
2003.7.1,112,21.7,18.6,26.1
2003.7.2,112,22.9,18.3,28.6
2003.7.3,112,21.1,18.3,25.7
2003.7.4,112,22,19.5,25.1
2003.7.5,112,23.3,19.3,28.7
2003.7.6,112,22.6,19.6,27.4
2003.7.7,112,24.9,21.2,29.3
2003.7.8,112,24.8,22,28
2003.7.9,112,21.5,20.9,24.1
2003.7.10,112,21.9,19.2,25.3
2003.7.11,112,23.7,19,28.3
2003.7.12,112,22.6,19.8,25
2003.7.13,112,23.4,19.2,29.5
2003.7.14,112,22.6,19.2,27.2
2003.7.15,112,23.2,20.1,26.9
2003.7.16,112,23.7,20.7,27.8
2003.7.17,112,22.9,20,25.8
2003.7.18,112,19.7,18.3,23.2
2003.7.19,112,20.1,19.2,21.9
2003.7.20,112,24,19.6,28.5
2003.7.21,112,25.4,22.8,30
2003.7.22,112,22.4,21.2,25.2
2003.7.23,112,21.5,20,25.4
2003.7.24,112,23.3,19.6,28.2
2003.7.25,112,26.3,22.3,30.4
2003.7.26,112,24.5,22.8,27.8
2003.7.27,112,21.7,20.4,24.3
2003.7.28,112,22.1,21,24.8
2003.7.29,112,24.5,21.8,29.7
2003.7.30,112,24.8,20.2,29.4
2003.7.31,112,23.6,20.9,27.8
2003.8.1,112,23.7,21.9,26.4
2003.8.2,112,23.9,21,27.6
2003.8.3,112,24.2,22.8,27.1
2003.8.4,112,25.5,23.4,28.6
2003.8.5,112,25.6,22.5,30.1
2003.8.6,112,23.3,19.9,26.6
2003.8.7,112,21.9,20.6,24.4
2003.8.8,112,24,19.9,28.5
2003.8.9,112,24.8,21.5,29.7
2003.8.10,112,22.7,21.1,24.4
2003.8.11,112,22.8,20.3,27.1
2003.8.12,112,23.7,19.6,28.7
2003.8.13,112,24.3,20.8,29.4
2003.8.14,112,25.3,21.1,30.1
2003.8.15,112,24.7,18.6,30.4
2003.8.16,112,23.6,20.2,28
2003.8.17,112,22.7,20.9,24.9
2003.8.18,112,21.2,19.7,23.5
2003.8.19,112,21.9,21,22.9
2003.8.20,112,24.2,22.5,27
2003.8.21,112,25.2,23.2,28.4
2003.8.22,112,25.8,24.3,29.1
2003.8.23,112,23.9,22.8,24.5
2003.8.24,112,22.1,20.3,24
2003.8.25,112,24,20.1,29
2003.8.26,112,23.1,21.5,25.5
2003.8.27,112,21.3,20.3,23.1
2003.8.28,112,23.4,19.3,29.1
2003.8.29,112,21.6,19.9,23.8
2003.8.30,112,19.1,14.4,23.8
2003.8.31,112,20.6,15.3,26
2003.9.1,112,21.6,19.2,25.6
2003.9.2,112,19,16.8,21.1
2003.9.3,112,20.4,18.4,24.5
2003.9.4,112,22.6,17.9,26.7
2003.9.5,112,22.4,19.9,24.9
2003.9.6,112,21.7,18.4,26
2003.9.7,112,20.9,20.2,22.4
